,1,3,5,5,5,5
5,.0875,.0825,.078,.035,.035,.035
5,.0875,.0825,.07,.06,.035,.035
5,.0875,.0825,.065,.06,.055,.035
5,.0825,.075,.065,.06,.055,.054
5,.0825,.075,.065,.06,.054,.053
5,.0775,.0725,.065,.059,.054,.052
5,.072,.067,.062,.057,.052,.051
5,.067,.063,.059,.054,.051,.05
5,.062,.058,.055,.051,.049,.048
