,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.051,.039,.039,.035,.03,.027,.027,.026,.024,.022,.02,.018,.015,.012,.009,.005,.002,.001,.001,.001,.001,.001,.001,.001,.001,0,0,0,0,0
