,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.2455,.1455,.1205,.0955,.0705,.0705,.0535,.0505,.0485,.0485,.0475,.0475,.0465,.0465,.0465,.0465,.0465,.0465,.0465,.0465,.0455,.0455,.0455,.0455,.0455
