,4,5,5,5,5
4,1,0,0,0,0
5,32,1,0,0,0
5,15,7,1,0,0
5,14,2,1,0,0
5,9,4,4,0,0
5,2,1,0,0,1
5,5,1,0,0,0
5,3,0,1,0,0
