,4,5,5,5,5,5,5,5
4,82793595,1179040,0,0,0,0,0,0
5,101446821,36246400,1252746,0,0,0,0,0
5,75490288,59983156,28055934,1431375,0,0,0,0
5,57007935,45944613,48116568,29811900,1044240,38575,0,0
5,54190356,42296748,48228400,73053750,25386500,946608,0,0
5,43878890,39121657,34178570,59633210,46483920,32269262,1139040,0
5,37848323,31860438,32644295,45036992,17261120,17236240,4240242,200330
5,28975364,24708600,22347475,31791275,10428769,4865832,3272850,339908
5,14884808,17356565,12920050,16573292,4426488,1354626,213976,68393
1,5153610,8181712,5216680,4818988,1359784,443295,42144,0
