1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.055,.055,.055,.055,.055,.04,.04,.04,.04,.04,.0375
