,4,5,5,5,5,5,5,5,1
4,114346,43061,0,0,0,0,0,0,0
5,141430,48384,54555,0,0,0,0,0,0
5,136529,55589,59237,66308,0,0,0,0,0
5,149714,61335,66468,68005,93367,0,0,0,0
5,169870,60089,70108,73659,77667,77845,0,0,0
5,170283,60483,64202,74037,79224,80619,77752,0,0
5,247939,58320,67885,70556,78288,81097,80166,77262,0
5,255090,59891,64282,68938,76872,76272,87751,68768,0
5,166887,59601,67248,68429,75726,82447,93605,83842,0
5,40147,62803,65855,67155,88122,81931,82414,91724,149195
1,33574,51210,61443,71114,67337,102650,74082,0,0
