,4,5,5,5,5,5,5,5
5,75449950,96018,0,0,0,0,0,0
5,208329324,54432381,0,0,0,0,0,0
5,136642080,195137480,55974528,0,0,0,0,0
5,92428801,121898990,170609000,46424511,141882,0,0,0
5,83814870,93361438,109146430,167235594,48900573,150458,0,0
5,58335415,72681955,74779927,95145624,121580224,46604571,22890,0
5,41164846,56708223,62155943,82411588,83251732,108818756,6120573,0
5,26359143,41932397,49298934,67807509,70521613,13862603,6431755,3133882
5,15324529,25804689,24487691,30202075,41539331,12228405,5109893,3803076
5,4461750,8554514,6807874,9344167,10159216,7868098,3292679,1237011
5,928010,1956678,1585426,2133779,1683948,1848891,1113206,924139
