,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,.338,.2466,.1768,.1366,.1086,.0984,.087,.0722,.0626,.0554,.0504,.046,.0416,.0356,.0348,.0326,.0228,.0262,.0214,0
