,4,5,5,5,5,5,5,5
5,7356062,,,,,,,
5,40117098,1164345,,,,,,
5,34490380,15288129,10487873,,,,,
5,23343759,18547905,58972542,7099429,,,,
5,19678511,18261460,77263655,52526158,10504567,,,
5,15611627,18204712,52286151,53507805,59200209,15639863,,
5,13363090,14525857,41342410,37176022,53020111,40439300,5034888,
5,10026386,13241308,28695698,25916536,30734151,12291665,2736127,139127
5,7348222,9022298,24247777,17392024,14092896,6165249,1421611,333046
5,3152789,5251721,15417662,7911074,4487915,1385943,378496,139995
5,886960,1083676,3228375,1758929,1410246,495455,80457,174231
