,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.07875,.07625,.07375,.07125,.06875,.06875,.065,.0625,.06125,.0575,.0525,.05,.04875,.0475,.04625,.04625,.04375,.0425,.0425,.0425,.04,.03875,.0375,.0375,.035
