,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.234,.161,.131,.1055,.09275,.0805,.0705,.0605,.0555,.049375,.044125,.041625,.039125,.034125,.0305,.026625,.02525,.024125,.024125,.024125,.02275,.021375,.01775,.01775,0
