,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.2415,.1415,.1165,.0915,.0665,.0665,.0495,.0465,.0445,.0445,.0435,.0435,.0425,.0425,.0425,.0425,.0425,.0425,.0425,.0425,.0415,.0415,.0415,.0415,.0415
