,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.065,.0475,.0325,.0225,.015,.0125,.01,.0075,.0075,.0075,.0075,.0075,.0075,.0075,.0075,.0075,.0075,.0075,.0075,.0075
