,4,5,5,5,5,5,5,5,5,5
30,0,0,0,0,0,0,0,0,0,0
5,1536,83304,216864,227808,407784,3070404,6485904,78552,0,0
5,1236,273600,813780,783900,3825132,12715560,13457700,888624,0,0
5,6072,902880,3186216,3391584,8927616,12667248,15014160,2701860,217752,0
5,205056,1883484,4076904,4621956,7353588,9754920,7535664,3201840,221136,0
5,150588,1124448,2858640,3187980,5034624,3490032,3671748,1308840,464616,41424
5,43656,550080,2158740,2458800,2185248,1605264,1422720,412884,0,0
5,60588,507960,1430016,1391652,980796,801000,540096,159744,0,0
5,22176,315768,731952,706320,408144,246000,209844,72024,152232,0
5,576,106920,269700,327096,233856,66384,43608,114240,27768,0
5,0,10368,49620,31464,92280,29688,20544,0,0,0
