,1
1,.08
1,.07
1,.05
1,.04
1,.0375
1,.035
1,.03
1,.0275
1,.025
1,.0225
1,.02
1,.02
1,.0175
1,.0175
1,.0175
1,.015
1,.015
1,.015
1,.015
1,.0125
