,5,5,5,5,5,5,""
5,55,0,0,0,0,0," "
5,575,217,0,0,0,0," "
5,496,510,240,0,0,0," "
5,290,418,678,278,0,0," "
5,31,191,557,652,192,0," "
5,0,16,58,347,546,228," "
5,0,0,3,57,230,302," "
5,0,0,0,22,26,95," "
5,0,0,0,0,0,0," "
5,0,0,0,0,0,0," "
