,9,10,5,5,1
29,0,0,.01,.07,.2
5,.01,.02,.02,.1,.2
5,.02,.04,.06,.13,.25
2,.08,.12,.18,.25,.25
3,.1,.14,.18,.25,.25
5,.2,.2,.22,.25,.25
5,.4,.4,.6,.6,.6
1,1,1,1,1,1
