,9,10,5,5,1
19,0,0,0,0,0
5,0,.0075,.03,0,0
5,0,.01,.05,.15,.15
5,.015,.05,.13,.18,.27
5,.035,.11,.2,.25,.35
5,.1,.18,.25,.32,.35
5,.6,.6,.65,.7,.7
1,1,1,1,1,1
