,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.0595,.0585,.0585,.0545,.0545,.0545,.0535,.0535,.0535,.0485,.0485,.0485,.0475,.0475,.0465,.0465,.0455,.0445,.0445,.035
