,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.0575,.045,.035,.03,.025,.0225,.02,.0175,.0125,.01,.0095,.009,.0085,.008,.0075,.007,.0065,.006,.0055,.005
