,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.12,.09,.08,.075,.0725,.07,.0685,.067,.0655,.064,.0625,.06,.0575,.055,.0525,.05,.0475,.045,.0425,.04,.039,.038,.037,.036,.035
