,4,5,5,5,5,5,5,5,1
4,0,0,0,0,0,0,0,0,0
5,350336,5946296,141798,0,0,0,0,0,0
5,1608390,38457436,8036000,0,0,0,0,0,0
5,1185121,44996240,38650769,4404774,91531,0,0,0,0
5,1498198,29522964,41262210,19234020,3521638,99308,0,0,0
5,538362,25465976,31257256,26334885,21601722,7118388,128436,0,0
5,952434,23157888,28182024,21645468,28152306,20804399,4317138,174405,0
5,862750,17667876,27065493,19404100,20784827,21534966,6895216,1338113,0
5,449172,12813397,16488010,13294204,9084059,8432256,2417094,782561,247508
5,165028,4633056,5530940,3104208,2589624,2253235,512584,257001,0
1,59224,748957,1408775,709654,757939,273627,162354,342196,72757
