,1,1,1,1,5,5,5,5,5,5,5
5,3629614,1038024,0,0,0,0,0,0,0,0,0
5,7401466,7028397,8276400,6275070,7924975,0,0,0,0,0,0
5,4348012,3728494,4736472,5709636,50345600,19806864,0,0,0,0,0
5,2659736,2041292,2715250,2700816,34149319,81618240,10118016,0,0,0,0
5,3138886,1970756,2298450,2967180,22464840,63639024,62156070,9956849,0,0,0
5,1856111,1493181,2148120,1537029,16935061,37632960,34993854,43586670,6222808,0,0
5,1441488,983160,1432600,1793430,13565800,31953163,26280895,30202655,22339408,3455920,0
5,689828,720343,706628,1117386,10724714,29478120,28565466,34782276,20869935,9152000,943162
5,778757,342318,511350,485928,5494335,14677160,17202150,23476048,14715426,4278925,3437891
5,63984,0,155726,377980,2207436,4200714,4881660,5643786,3234036,1108870,2236208
