,4,5,5,5,5,5,5,1
4,21502693,155088,0,0,0,0,0,0
5,76607012,15344820,156355,0,0,0,0,0
5,68512210,70347528,19171328,810480,0,0,0,0
5,49259980,62141100,64086506,19763618,700230,0,0,0
5,43274816,52166922,62006560,51080240,21010968,1991656,1442250,532832
5,36874496,45817146,48516895,47234869,41143740,13957753,10758258,3772789
5,33222086,44970552,45056430,39054943,32762268,15221643,17848000,9661460
5,25447536,40651800,39136320,34942824,28705815,10076944,12445888,8040780
5,15197920,27944310,28064808,22253056,17357934,5857605,7414085,6425892
5,3680010,10491516,9923800,9649728,5583126,1841066,2322445,1553928
1,1047384,2151540,3085368,3164898,2422903,766428,984385,929082
