,1,1,1,1,5,5,5,5,5,5,5,5
5,27778836,4981666,1661886,1442240,782082,0,0,0,0,0,0,0
5,38399026,18015300,13167630,16094785,31704750,230388,0,0,0,0,0,0
5,30110977,15859725,13394624,23568848,90796300,6802700,0,0,0,0,0,0
5,21522316,11540485,10459488,16827552,83858616,24330274,6965460,141260,0,0,0,0
5,17569880,9815388,8107935,14310450,73369002,31007034,26196984,11299888,0,0,0,0
5,16271724,9297809,7278300,11732472,60818904,25175306,28826820,39179260,8312845,132670,0,0
5,12368132,7316480,7154714,11363814,57071382,23519740,29098224,48022603,33089875,7688900,0,0
5,8070288,6051402,5073432,9336782,45638640,20976032,21608964,41498016,33386535,19473750,350410,0
5,5789924,3280346,3141798,4502070,27289500,12338315,12201504,20987670,16343748,8861814,352716,0
5,1364072,1604484,1344904,1814443,8766128,3003357,2135296,3024100,2496507,960456,0,0
5,514354,405312,539747,226150,2044020,803894,259173,267555,334712,0,0,0
