,1,4,5,5,5,5,5,5,5
5,7794191,834807,,,,,,,
5,92547467,49848827,1934245,,,,,,
5,85079932,199989734,83498945,1322576,,,,,
5,51088458,144937344,210599937,30966902,1758025,,,,
5,43118475,116456497,176774375,110490470,47305453,8258257,,,
5,38917419,106442582,157578858,98513428,138677361,127950122,7347800,,
5,36920606,102066179,163651177,101438680,121184660,234972255,98118901,7384951,
5,30095756,91663922,156097329,101698090,107810278,172665063,144283854,65082498,4976811
3,21338561,62441586,107177168,74134941,85634826,110145627,71923674,72372474,23341870
3,6614449,25134573,41229235,30896810,32632557,41440900,15315975,13964561,14995946
3,11573732,21157230,37301310,26104847,28976476,36012747,14098473,9959950,10800568
