,5,5,5,5,5,5,5,5
5,351872,265304,0,0,0,0,0,0
5,1492259,3746197,129633,0,0,0,0,0
5,1587981,6100808,3674776,364030,0,0,0,0
5,943910,3960104,6181631,3596166,209180,0,0,0
5,704541,3431875,4716228,7787248,4352930,0,0,0
5,706533,3109646,4081864,4118322,8701393,1847416,70939,0
5,604723,2797543,3220043,2225366,3676781,1470787,335224,0
5,424071,1836318,1824123,1936135,993792,472049,235633,93163
5,156774,1115164,944071,786911,371098,184627,137555,50586
5,0,306461,297886,286557,97474,186185,0,0
5,30707,101843,87182,45959,0,0,0,64437
