,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,.24645,.1988,.1671,.1461,.12855,.11195,.0989,.0892,.0832,.0814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,.24645,.1988,.1671,.1461,.12855,.11195,.0989,.0892,.0832,.0814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,.22265,.18015,.15135,.1328,.1178,.106,.0952,.08485,.07375,.0618,.04975,.04675,.04365,.04065,.03765,0,0,0,0,0,0,0,0,0,0,0,0,0
5,.2011,.16105,.1356,.1186,.1076,.0986,.0897,.0797,.0656,.04695,.04975,.04675,.04365,.04065,.03765,.0351,.03255,.02955,.02755,.025,0,0,0,0,0,0,0,0
5,.18,.14185,.11895,.1055,.09695,.08985,.0823,.0723,.0572,.0352,.04365,.04365,.04365,.04065,.03765,.0351,.03255,.02955,.02755,.025,.023,.022,.02,.018,.017,0,0,0
5,.1629,.1252,.1044,.09295,.08585,.0802,.0741,.064,.049,.02755,.04065,.03765,.0351,.03255,.02955,.02955,.02955,.02955,.02755,.025,.023,.022,.02,.018,.017,.016,.01455,0
5,.14945,.1132,.0934,.08195,.07585,.06965,.06355,.05445,.04145,.02255,.02955,.02955,.02955,.02955,.02955,.02755,.025,.023,.022,.02,.02,.02,.02,.018,.017,.016,.01455,0
5,.1421,.10675,.0854,.07395,.06495,.05785,.0512,.0431,.0341,.02265,.02,.02,.02,.02,.02,.02,.02,.02,.02,.02,.018,.017,.016,.01455,0,0,0,0
5,.1383,.1044,.0814,.06685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
