,1,4,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1
81,.1,.07,.068,.066,.064,.062,.06,.058,.056,.054,.052,.05,.049,.048,.047,.046,.045,.044,.043,.042,.041,.04
