,5,5,5,5,5,5,""
5,10669530,0,0,0,0,0," "
5,56385772,13200088,0,0,0,0," "
5,84861756,48407671,3954336,0,0,0," "
5,95513684,80503745,15252510,894810,0,0," "
5,95386188,93216935,35283096,9704478,1205332,0," "
5,88638165,96840497,44055505,21299190,6521475,634224," "
5,84444465,105538806,60008014,33549120,17071053,6124420," "
5,76061598,97088844,64293488,31237440,17052564,5618364," "
5,45143757,68683053,42935114,24282936,9990169,3246339," "
5,18781196,29176056,26723250,14462448,4606940,1245200," "
