,4,5,5,5,5,5,5,5
5,17545200,712125,0,0,0,0,0,0
5,47482875,17811360,691794,0,0,0,0,0
5,47236035,42975489,11966640,484055,0,0,0,0
5,39542028,40825176,24316488,7096752,179379,0,0,0
5,38746696,42475843,29504556,23601321,6956950,513110,0,0
5,34743240,40689636,29988711,29777965,22491612,8069256,358169,0
5,33876986,36817778,32767020,31438792,28090343,22567248,4906029,261395
5,28520320,40089600,31721165,31221249,29094702,18611260,7661940,2436015
5,18044910,28655886,23237632,19233062,16832320,11464080,5459839,4126763
5,6940946,9115302,8067040,5887080,4843620,3774512,1671327,2130030
5,1414138,2915602,2426198,2394340,1713312,846756,267306,909762
