,29,1,2,5,3
29,.025,.03,.0345,.5,1
3,.05,.06,.069,.5,1
2,.1,.12,.138,.5,1
5,.15,.15,.1725,.5,1
5,.2,.2,.23,.5,1
5,.3,.3,.345,.5,1
1,1,1,1,1,1
