,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.065,.05,.04,.035,.03,.0275,.025,.0225,.02,.019,.018,.017,.016,.015,.014,.013,.012,.011,.01,.01
