,1,1,1,1,1,1,1,1,1,1,1
9,.129675,.089775,.081225,.07695,.0665,.0665,.062225,.062225,.0475,.043225,.0168625
1,.1365,.0945,.0855,.081,.07,.07,.0655,.0655,.05,.0455,.01775
