,"1"
4,"469,493"
5,"4,661,855"
5,"5,446,027"
5,"4,043,039"
5,"6,786,343"
5,"6,580,785"
5,"5,669,698"
5,"2,722,592"
5,"1,468,207"
5,"277,044"
1,"123,688"
