,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.035,.03,.025,.025,.02,.015,.015,.015,.015,.015,.015,.005,.005,.005,.005,.005,.005,.005,.005,0,0,0,0,0,0
