,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.145,.11,.09,.075,.06875,.065,.06125,.0575,.05375,.05,.0475,.045,.0425,.04,.0375,.035,.0325,.03,.0275,.025
