,4,5,5,5,5,5,5,1
4,5978400,0,0,0,0,0,0,0
5,12937042,1763440,0,0,0,0,0,0
5,8220742,8254125,1553895,40422,0,0,0,0
5,5102055,5939850,5209164,1148023,0,0,0,0
5,4446252,5374110,5113708,5815376,561080,48424,0,0
5,3111612,4289649,3341676,3469068,1919076,513770,101685,125386
5,3228764,3191494,2886344,2434571,1086519,836805,177252,103084
5,2606996,2617488,2682375,2057646,930618,140172,74004,222172
5,1094552,1701035,1946152,1471820,392967,47107,65987,54529
5,163656,716771,569670,394047,257190,63125,51908,0
1,49516,56586,213928,111006,0,0,0,0
