,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,.6,.45,.25,.18,.19,.19,.21,.25,.23,.27,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,1
1,0,.6,.45,.25,.18,.19,.19,.21,.25,.23,.27,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,1
1,0,.6,.45,.25,.18,.19,.19,.21,.25,.23,.27,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,1
1,0,.6,.45,.25,.18,.19,.19,.21,.25,.23,.27,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,1
1,0,.6,.45,.25,.18,.19,.19,.21,.25,.23,.27,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,1
1,.23,.6,.45,.25,.18,.19,.19,.21,.25,.23,.27,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,1
1,.2,.6,.45,.25,.18,.19,.19,.21,.25,.23,.27,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,1
1,.22,.6,.45,.25,.18,.19,.19,.21,.25,.23,.27,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,1
1,.22,.6,.45,.25,.18,.19,.19,.21,.25,.23,.27,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,1
1,.22,.6,.45,.25,.18,.19,.19,.21,.25,.23,.27,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,1
1,.22,.6,.45,.25,.18,.19,.19,.21,.25,.23,.27,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,1
1,.25,.6,.45,.25,.18,.19,.19,.21,.25,.23,.27,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,1
1,.22,.6,.45,.25,.18,.19,.19,.21,.25,.23,.27,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,1
1,.22,.6,.45,.25,.18,.19,.19,.21,.25,.23,.27,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,1
1,.15,.6,.45,.25,.18,.19,.19,.21,.25,.23,.27,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,1
1,.15,.6,.45,.25,.18,.19,.19,.21,.25,.23,.27,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,1
1,.15,.6,.45,.25,.18,.19,.19,.21,.25,.23,.27,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,1
1,.15,.6,.45,.25,.18,.19,.19,.21,.25,.23,.27,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,1
1,.15,.6,.45,.25,.18,.19,.19,.21,.25,.23,.27,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,1
1,.15,.6,.45,.25,.18,.19,.19,.21,.25,.23,.27,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,1
1,1,.6,.45,.25,.18,.19,.19,.21,.25,.23,.27,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,1
