,1,1,1,1,1,5,5,5
5,.52,.42,.32,.27,0,0,0,0
5,.42,.32,.29,.25,.22,.18,0,0
5,.32,.27,.21,.18,.15,.14,.06,0
5,.31,.25,.19,.16,.12,.11,.06,.04
5,.3,.21,.15,.13,.11,.09,.06,.02
5,.27,.21,.13,.12,.1,.08,.04,.02
5,.26,.19,.13,.11,.1,.07,.04,.02
5,.25,.17,.12,.1,.07,.07,.04,.02
5,.24,.17,.11,.09,.06,.06,.04,.01
5,.22,.16,.1,.06,0,0,0,0
