,4,5,5,5,5,5,5,5,1
4,161530290,790514,0,0,0,0,0,0,0
5,543740040,83287160,473340,0,0,0,0,0,0
5,667153472,372201318,46978202,752892,0,0,0,0,0
5,614562780,476513226,194675910,35945128,522000,0,0,0,0
5,418193118,498510288,333544455,125283202,23344420,577522,0,0,0
5,290824369,359939862,362688564,225853353,105251724,26733015,629864,0,0
5,235410912,287813013,305969355,268291584,201827412,116039028,25993348,1367106,0
5,186466914,222392880,236012267,234971604,238550688,198003414,93762795,23323872,490903
5,114813152,148605764,152875122,132807906,137414576,129314705,87839565,25598025,2614392
5,38804328,57513760,64141845,47110910,48829824,50016414,48034288,44432710,11610970
1,19880763,18560046,20922750,18765500,20782035,17558739,21898157,27928329,40040217
