,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.0894,.08628,.08316,.08004,.07704,.07404,.07114,.06778,.06488,.06198,.0583,.05532,.05282,.04992,.04742,.04582,.04412,.0433,.0427,.0427,.0427,.0427
