,1,1,1,1,1
4,.18,.16,.14,.14,.088
5,.18,.16,.14,.14,.088
5,.14,.12,.12,.11,.055
5,.14,.12,.12,.11,.047
5,.1,.1,.08,.07,.039
5,.1,.1,.08,.07,.037
5,.1,.1,.08,.07,.034
5,.1,.1,.08,.07,.001
1,.1,.1,.08,.07,.002
