,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.02625,.02525,.02425,.02325,.022,.02075,.02,.019,.018,.017,.016,.015,.014,.013,.012,.011,.01025,.0095,.00825,.007
