,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.025,.02,.015,.012,.0113,.0107,.01,.0092,.0084,.0076,.0068,.006,.0054,.0048,.0042,.0036,.003,.0024,.0018,0
