,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.0675,.0663,.065,.0625,.06,.055,.0525,.0525,.05,.05,.0485,.048,.0475,.0475,.045,.045,.0425,.0425,.0425,.0375
