,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.1203,.089,.0746,.0658,.0597,.0552,.0516,.0487,.0463,.0442,.0424,.0408,.0394,.0382,.037,.036,.0351,.035
