,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.09,.06,.05,.0475,.045,.0425,.0425,.0425,.0425,.0425,.0425,.04,.04,.04,.04,.04,.04,.04,.04,.04
