,4,5,5,5,5,5,5,1
4,37631252,564811,0,0,0,0,0,0
5,82165139,23749782,521556,0,0,0,0,0
5,79350660,55292112,22121964,640206,0,0,0,0
5,78517725,62381115,51338352,19418832,902349,0,0,20383
5,82857460,73928896,68033314,49426080,15225007,1547154,709180,45895
5,72668975,75205110,75996862,59381085,32802350,7753534,5410700,2672080
5,68195470,75111700,91168136,77148108,50715322,14532050,10111056,7367835
5,55212240,61029423,75926744,73781750,58741856,14643720,11346000,11731311
5,36776394,47686314,47919368,50406055,38576601,10661803,8339760,8076450
5,13618864,17992018,19827684,16436073,10902405,3454604,3854448,2973789
1,5289855,9560320,8933378,6883800,3888313,1487650,1497320,2184884
