,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.066,.039,.028,.023,.021,.016,.012,.012,.009,.009,.007,.005,.004,.003,.002,.002,.002,.002,.001,.001,0
