,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.08,.0775,.075,.0725,.07,.0675,.065,.0625,.0625,.06,.06,.0575,.0575,.055,.055,.0525,.0525,.0525,.05,.05,.05,.05,.0475,.0475,.045
