,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.113,.09,.073,.06,.055,.053,.045,.045,.045,.045,.045,.045,.045,.045,.045,.045,.045,.045,.045,.045,.045,.045,.045,.045,.045
