,4,10,15,15
29,0,0,0,0
1,0,0,0,0
1,0,0,0,.15
1,0,0,0,.15
1,0,0,0,.22
1,0,0,0,.22
1,0,0,0,.22
1,0,.01,.025,.22
1,0,.01,.025,.22
1,0,.01,.025,.22
1,0,.01,.08,.26
1,0,.015,.08,.21
1,0,.04,.08,.21
1,0,.04,.08,.21
1,0,.085,.16,.29
1,0,.08,.145,.22
1,0,.08,.13,.26
1,0,.14,.22,.3
1,0,.19,.31,.3
1,0,.15,.22,.26
1,0,.15,.22,.22
1,0,.15,.22,.22
1,0,1,1,1
