,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.0997,.08219,.07478,.069295,.06515,.06261,.06028,.05818,.05641,.05508,.05298,.051705,.050055,.04845,.047295,.046575,.046075,.0453,.0448,.0442,.043975,.043975
