,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.0975,.0775,.0675,.0625,.0625,.0595,.0545,.0515,.0495,.0495,.0475,.0475,.0455,.0455,.0455,.0455,.0455,.0455,.0455,.0455,.0455,.0455,.0445,.0445,.0445
