,4,5,5,5,5,5,5,5,1
4,86055409,1504208,0,0,0,0,0,0,0
5,257679494,112364391,3051096,0,0,0,0,0,0
5,190608260,250481693,98057462,3319624,0,0,0,0,0
5,149950533,187500004,195742580,91153856,1465240,0,0,0,0
5,140954696,173421150,176463595,235368224,92729273,3626304,0,0,0
5,117124075,153175050,142543236,169096725,182298827,104906060,2479310,0,0
5,105401724,137327742,127128480,126849984,121246008,168230085,34734048,654060,0
5,78265966,109649620,104024780,102578778,88144270,96650308,46229370,13162864,706266
5,45687206,73461204,69246594,62946942,52728399,48101548,21946138,15805398,3544580
5,13753269,21948471,25478922,20902180,11650533,11238690,5983170,5345280,3973709
1,4885254,5417090,6902805,5287750,3561040,2939328,1286480,1293369,1870075
