,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.182,.1529,.1265,.10645,.08685,.0732,.06275,.054125,.0473,.040475,.036375,.03355,.03155,.02955,.02755,.02555,.02355,.02155,.01955,.018,.01645,.0149,.01335,.0118,.0108,.00925,.00825,.00725,.0068,.00635,0
