,1,1,1,1,5,5,5,5,5,5,1
5,48758412,11637336,2035120,678942,72436,0,0,0,0,0,0
5,89707361,61483409,59670102,39277355,38826316,133885,0,0,0,0,0
5,68145828,34110614,39631930,34395396,168772640,37005900,260967,0,0,0,0
5,56234360,28370622,30797602,28026675,129244270,140810448,30876218,0,0,0,0
5,45331521,23972670,25192200,25549931,117947200,118544855,150615615,29781892,48700,0,0
5,38153578,20200180,21075000,19941264,102913760,111492801,120631665,131164056,32320792,198848,0
5,32883569,17637858,16207553,19702571,93613233,97591813,114847470,104355834,112637704,30273419,396312
5,26622315,14890044,14732536,17166600,72181560,83516994,106311744,97884832,79595910,77287402,24159240
5,16778795,8987300,8968486,10878360,55311564,55408262,71836915,64896113,57121561,44592122,50964480
1,7781546,4433292,4348702,4463004,25545364,25324848,28731500,28018860,27144648,20410780,41364862
