,1,1,1,1,1,5,5,5,5,5,5,5
5,8817500,11315199,4479848,1109350,470625,180513,0,0,0,0,0,0
5,15166736,32364270,25981389,16747006,11772780,18553460,219996,0,0,0,0,0
5,14014557,28945287,22976835,18917730,14974445,86158920,17496246,175175,0,0,0,0
5,16530750,30891355,25965120,18335372,15390273,81644169,75713040,14657706,126909,0,0,0
5,10851972,21821572,19433312,15406566,16552595,82273200,85985928,71369100,12016350,59402,0,0
5,9264646,18612222,15442774,13393314,14802884,75562025,76214724,70106659,54505170,7291674,155996,0
5,8557001,17095408,15432885,12106857,14603826,73814272,76052725,77151763,67470572,33292224,5147032,113454
5,7781835,14333676,11617130,11351018,16378921,62205218,72843380,72516010,72700619,35435178,17939488,4531440
5,4520306,9021533,8802760,7343390,9544293,52461565,54430785,43845300,40719385,32809952,13830066,8110320
5,1965360,5139628,3739428,3292807,5245083,32842935,20572125,15080768,12205471,12920532,7714900,11036364
