,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.0295,.029,.026,.026,.026,.018,.018,.018,.016,.016,.0115,.0115,.0115,.0115,.01,.008,.008,.008,.008,.008,.006,.006,.006,.006,.006,.006,.006,.006,.006,.006
