,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.14775,.1145,.1,.0855,.0755,.0655,.0564,.0482,.04375,.0412,.03865,.0361,.0341,.0321,.0301,.0281,.0261,.0241,.0221,.0201,.0181,.0161,.0141,.01265,.0112,.00975,.00875,.00775,.005,.005,0
