,1,1,1,1,5,5,5,5,5,5,5
5,72345816,44729520,19942725,5755300,2906520,1721412,0,0,0,0,0
5,134652585,81730935,65034015,54370683,123952420,901284,0,0,0,0,0
5,95339756,51618476,46958448,50364036,340834140,89325539,1381170,0,0,0,0
5,79476323,44447312,35596071,41053908,241749144,280315354,93968520,1101195,0,0,0
5,80107876,43535912,39120326,43113966,229647968,232717170,313692664,87814419,2974986,0,0
5,66820464,37554882,33511833,34241818,200085986,192923522,189656960,245811202,83631244,942966,0
5,58114558,34065484,30771267,33884631,190169704,189895342,178611938,185457912,190678770,19291976,203994
5,48264448,27489756,25500040,26458740,165334050,166564935,172542990,162232344,121862650,31949283,6513622
5,22484469,15168780,14985036,17849429,116684064,109733735,111237120,98461990,69020120,18394020,10837776
5,10506032,5941512,5799606,8332288,53408040,43531586,34398468,20898052,19090350,7575232,8076744
