,29,1,1,8,1,1,1,1,1,1,1,1,1,1,1
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,.2,.35,.282,.2355,.276,.276,.276,.254,.254,.254,.2225,.2225,.2225,.2225,1
1,.2,.35,.282,.2355,.276,.276,.276,.254,.254,.254,.2225,.2225,.2225,.2225,1
1,.1775,.35,.282,.2355,.276,.276,.276,.254,.254,.254,.2225,.2225,.2225,.2225,1
1,.161,.35,.282,.2355,.276,.276,.276,.254,.254,.254,.2225,.2225,.2225,.2225,1
1,.161,.35,.282,.2355,.276,.276,.276,.254,.254,.254,.2225,.2225,.2225,.2225,1
1,.161,.35,.282,.2355,.276,.276,.276,.254,.254,.254,.2225,.2225,.2225,.2225,1
1,.161,.35,.282,.2355,.276,.276,.276,.254,.254,.254,.2225,.2225,.2225,.2225,1
1,.161,.35,.282,.2355,.276,.276,.276,.254,.254,.254,.2225,.2225,.2225,.2225,1
1,.161,.35,.282,.2355,.276,.276,.276,.254,.254,.254,.2225,.2225,.2225,.2225,1
1,.161,.35,.282,.2355,.276,.276,.276,.254,.254,.254,.2225,.2225,.2225,.2225,1
1,.161,.35,.282,.2355,.276,.276,.276,.254,.254,.254,.2225,.2225,.2225,.2225,1
1,.161,.35,.282,.2355,.276,.276,.276,.254,.254,.254,.2225,.2225,.2225,.2225,1
1,.161,.35,.282,.2355,.276,.276,.276,.254,.254,.254,.2225,.2225,.2225,.2225,1
1,.161,.35,.282,.2355,.276,.276,.276,.254,.254,.254,.2225,.2225,.2225,.2225,1
1,.1885,.35,.282,.2355,.276,.276,.276,.254,.254,.254,.2225,.2225,.2225,.2225,1
1,.211,.35,.282,.2355,.276,.276,.276,.254,.254,.254,.2225,.2225,.2225,.2225,1
1,.211,.35,.282,.2355,.276,.276,.276,.254,.254,.254,.2225,.2225,.2225,.2225,1
1,.211,.35,.282,.2355,.276,.276,.276,.254,.254,.254,.2225,.2225,.2225,.2225,1
1,.211,.35,.282,.2355,.276,.276,.276,.254,.254,.254,.2225,.2225,.2225,.2225,1
1,.211,.35,.282,.2355,.276,.276,.276,.254,.254,.254,.2225,.2225,.2225,.2225,1
1,1,.35,.282,.2355,.276,.276,.276,.254,.254,.254,.2225,.2225,.2225,.2225,1
